ra,dec,d,phase
19.4174,71.36232,298.9647,2
14.19944,71.75993,304.4061,2
8.9912,71.97835,310.1095,2
3.89844,72.02767,316.0592,2
359.01646,71.92195,322.2402,2
354.41964,71.67855,328.6385,2
350.15852,71.31597,335.2406,2
346.26002,70.85277,342.0337,2
342.73072,70.30647,349.0059,2
339.56233,69.69303,356.1462,2
336.73607,69.02645,363.4445,2
334.22798,68.31862,370.8914,2
332.01077,67.57924,378.4785,2
330.05683,66.81676,386.198,2
328.33978,66.03759,394.0436,2
326.83437,65.24735,402.0089,2
325.51813,64.45004,410.089,2
324.37015,63.64936,418.2795,2
323.37203,62.84778,426.5768,2
322.50733,62.0476,434.9777,2
321.76137,61.2505,443.4802,2
321.12089,60.45797,452.0826,2
320.57418,59.67099,460.7836,2
320.11088,58.89062,469.5828,2
319.72158,58.11751,478.4799,2
319.39764,57.35251,487.4751,2
319.1318,56.59633,496.5692,2
318.91668,55.84958,505.7626,2
318.74621,55.11286,515.0563,2
318.61447,54.38694,524.4513,2
318.51576,53.67265,533.9484,2
318.44545,52.9706,543.5485,2
318.39842,52.28185,553.2521,2
318.37047,51.60725,563.0594,2
318.35738,50.94784,572.9702,2
318.35504,50.30473,582.9837,2
318.35981,49.67901,593.0987,2
318.36802,49.07206,603.3131,2
318.37619,48.48511,613.6245,2
318.38086,47.91948,624.0292,2
318.37892,47.37659,634.523,2
318.36747,46.85783,645.1012,2
318.34324,46.36468,655.7581,2
318.30337,45.89842,666.4873,2
318.2453,45.46055,677.2824,2
318.1662,45.05229,688.1361,2
318.06385,44.67489,699.0413,2
317.93566,44.32948,709.9908,2
317.77956,44.01696,720.9779,2
317.59377,43.73806,731.9961,2
317.37646,43.49335,743.0404,2
317.12612,43.28307,754.1065,2
316.84173,43.10716,765.1914,2
316.52279,42.96527,776.2943,2
316.16901,42.85652,787.4157,2
315.78072,42.77969,798.5581,2
315.35887,42.73321,809.7258,2
314.90539,42.71483,820.925,2
314.42261,42.7218,832.1629,2
313.91408,42.75102,843.4477,2
313.38439,42.79859,854.7877,2
312.83882,42.86029,866.1912,2
312.28435,42.93149,877.6647,2
311.72843,43.00716,889.213,2
311.18006,43.08174,900.8379,2
310.6488,43.14977,912.5377,2
310.14525,43.20529,924.3073,2
309.68006,43.24283,936.1378,2
309.26436,43.25673,948.0175,2
308.90875,43.242,959.9331,2
308.62266,43.19395,971.8702,2
308.41411,43.10877,983.817,2
308.28867,42.98375,995.7645,2
308.24918,42.81722,1007.7098,2
308.2948,42.60936,1019.6563,2
308.42054,42.3619,1031.6149,2
308.61719,42.07915,1043.6018,2
308.8706,41.76757,1055.637,2
309.16259,41.43645,1067.7395,2
309.47097,41.09751,1079.9232,2
309.77045,40.76524,1092.192,2
310.03421,40.45523,1104.5378,2
310.23527,40.18429,1116.9397,2
310.34805,39.96827,1129.3691,2
310.35161,39.82068,1141.7971,2
310.23129,39.75044,1154.2047,2
309.98193,39.76006,1166.5921,2
309.61074,39.84404,1178.9814,2
309.13947,39.98729,1191.4116,2
308.60633,40.16591,1203.9236,2
308.06455,40.34832,1216.5399,2
307.57895,40.4985,1229.2481,2
307.21753,40.58013,1242.0012,2
307.03921,40.56333,1254.7397,2
307.07831,40.43014,1267.4296,2
307.33042,40.18217,1280.0928,2
307.74301,39.84529,1292.8029,2
308.21701,39.47201,1305.6321,2
308.62221,39.13623,1318.5827,2
308.82514,38.91738,1331.568,2
308.72873,38.87488,1344.4876,2
308.31424,39.0184,1357.3464,2
307.67516,39.28888,1370.2744,2
307.02177,39.56325,1383.3682,2
306.62466,39.69326,1396.5303,2
306.68835,39.57151,1409.5892,2
307.19836,39.20383,1422.6044,2
307.85281,38.7503,1435.7989,2
308.18548,38.47721,1449.0977,2
307.86872,38.57929,1462.2459,2
307.04761,38.96596,1475.4427,2
306.40663,39.24509,1488.8548,2
107.24666,-9.17721,1361.9882,3
107.20744,-9.22504,1356.5345,3
107.16654,-9.27293,1351.061,3
107.1239,-9.3208,1345.568,3
107.0794,-9.36883,1340.0553,3
107.03311,-9.41674,1334.5232,3
106.985,-9.46467,1328.9718,3
106.93488,-9.51272,1323.4011,3
106.88293,-9.56078,1317.8112,3
106.82897,-9.60895,1312.2022,3
106.77305,-9.65709,1306.5742,3
106.71506,-9.70526,1300.9273,3
106.65498,-9.75357,1295.2617,3
106.59283,-9.8019,1289.5775,3
106.52849,-9.85043,1283.8746,3
106.46205,-9.89888,1278.1534,3
106.39336,-9.94744,1272.414,3
106.32242,-9.9961,1266.6565,3
106.24924,-10.04486,1260.8809,3
106.17367,-10.09368,1255.0876,3
106.09577,-10.14264,1249.2765,3
106.01557,-10.19161,1243.448,3
105.93289,-10.24067,1237.6022,3
105.84774,-10.28984,1231.7392,3
105.76019,-10.33905,1225.8591,3
105.67007,-10.38839,1219.9623,3
105.57743,-10.43774,1214.0489,3
105.48221,-10.48722,1208.119,3
105.38436,-10.53675,1202.1729,3
105.28394,-10.5864,1196.2108,3
105.18085,-10.636,1190.2327,3
105.07504,-10.68568,1184.239,3
104.96656,-10.73531,1178.2299,3
104.85536,-10.78501,1172.2055,3
104.7413,-10.83474,1166.1661,3
104.62456,-10.8844,1160.1118,3
104.50496,-10.93409,1154.043,3
104.38259,-10.98376,1147.9596,3
104.2574,-11.0333,1141.8621,3
104.1293,-11.08278,1135.7506,3
103.99838,-11.13213,1129.6252,3
103.86469,-11.18145,1123.4861,3
103.72798,-11.2305,1117.3337,3
103.58846,-11.27942,1111.1679,3
103.44606,-11.32812,1104.9892,3
103.30066,-11.37655,1098.7974,3
103.15251,-11.42479,1092.5929,3
103.00141,-11.47262,1086.3759,3
102.84747,-11.52008,1080.1464,3
102.69062,-11.56721,1073.9045,3
102.53093,-11.61397,1067.6505,3
102.36842,-11.66012,1061.3844,3
102.20317,-11.70585,1055.1063,3
102.03504,-11.75088,1048.8163,3
101.86413,-11.79538,1042.5145,3
101.69048,-11.83923,1036.2008,3
101.51415,-11.88229,1029.8753,3
101.33512,-11.92454,1023.5382,3
101.15345,-11.96587,1017.1891,3
100.96918,-12.00634,1010.8283,3
100.78247,-12.0458,1004.4556,3
100.59306,-12.08422,998.0709,3
100.40135,-12.12144,991.6742,3
100.20723,-12.1575,985.2653,3
100.01067,-12.1923,978.8441,3
99.8119,-12.22563,972.4104,3
99.61092,-12.25748,965.9639,3
99.40778,-12.28795,959.5045,3
99.20253,-12.31668,953.032,3
98.99528,-12.34362,946.5459,3
98.78616,-12.36883,940.0461,3
98.57518,-12.39207,933.5322,3
98.36244,-12.41332,927.0039,3
98.14799,-12.43244,920.4606,3
97.93198,-12.44926,913.9023,3
97.71441,-12.46377,907.3282,3
97.49548,-12.47591,900.738,3
97.27515,-12.48535,894.1312,3
97.05361,-12.49225,887.5074,3
96.83092,-12.49625,880.866,3
96.60728,-12.49727,874.2066,3
96.38255,-12.49528,867.5284,3
96.15711,-12.4901,860.831,3
95.9308,-12.48162,854.114,3
95.7039,-12.4697,847.3766,3
95.47642,-12.45414,840.6183,3
95.24852,-12.43478,833.8385,3
95.02019,-12.41162,827.0366,3
94.79166,-12.38437,820.212,3
94.56291,-12.35303,813.3643,3
94.33412,-12.31723,806.4927,3
94.10528,-12.27698,799.5968,3
93.87655,-12.23212,792.6758,3
93.648,-12.1823,785.7294,3
93.41977,-12.1276,778.757,3
93.19179,-12.06762,771.7581,3
92.96425,-12.0023,764.7321,3
92.73729,-11.93147,757.6789,3
92.5109,-11.85485,750.5976,3
92.28508,-11.77223,743.4882,3
92.05999,-11.68346,736.3502,3
91.83566,-11.58842,729.1833,3
91.61222,-11.48665,721.9873,3
91.38957,-11.37821,714.7618,3
91.16792,-11.26259,707.5068,3
90.94713,-11.13977,700.2222,3
90.72743,-11.00932,692.9079,3
90.50864,-10.87115,685.5639,3
90.29097,-10.72474,678.1902,3
90.07439,-10.57011,670.7869,3
89.85887,-10.40675,663.3544,3
89.64437,-10.23439,655.8929,3
89.43106,-10.05273,648.4027,3
89.21883,-9.8614,640.8843,3
89.00764,-9.66011,633.338,3
88.79747,-9.44846,625.7647,3
88.58835,-9.2261,618.165,3
88.3803,-8.99249,610.5396,3
88.17312,-8.7473,602.8895,3
87.96677,-8.49011,595.2156,3
87.76136,-8.22034,587.5191,3
87.55667,-7.93764,579.8012,3
87.35273,-7.64134,572.0632,3
87.14927,-7.33103,564.3067,3
86.94641,-7.00598,556.5331,3
86.74393,-6.66572,548.7442,3
86.54176,-6.3094,540.942,3
86.33971,-5.93664,533.1284,3
86.13764,-5.5465,525.3057,3
85.93543,-5.13834,517.4762,3
85.73292,-4.71121,509.6425,3
85.52989,-4.26437,501.8074,3
85.3262,-3.79698,493.9737,3
85.12148,-3.30803,486.1446,3
84.91558,-2.79653,478.3236,3
84.7083,-2.26149,470.5142,3
84.49927,-1.70176,462.7204,3
84.28823,-1.11613,454.9462,3
84.07489,-0.50351,447.1963,3
83.85871,0.13754,439.4754,3
83.63949,0.80822,431.7883,3
83.41665,1.51009,424.1409,3
83.18989,2.24459,416.5389,3
82.9585,3.01314,408.9885,3
82.72217,3.81746,401.4963,3
82.48001,4.65929,394.0695,3
82.23162,5.54025,386.7157,3
81.97605,6.46215,379.4432,3
81.71274,7.42683,372.2605,3
81.44062,8.43624,365.1769,3
81.15884,9.49217,358.2021,3
80.86633,10.5966,351.3467,3
80.56189,11.75133,344.6219,3
80.2442,12.95834,338.0393,3
79.91202,14.21923,331.6115,3
79.56352,15.53571,325.3515,3
79.19721,16.90941,319.2731,3
78.81094,18.34155,313.3909,3
78.40252,19.8332,307.72,3
77.96979,21.38508,302.2761,3
77.50975,22.99752,297.0753,3
77.0196,24.67048,292.1343,3
76.49566,26.40318,287.4701,3
75.93428,28.19453,283.0999,3
75.33111,30.04231,279.0407,3
74.6811,31.94384,275.3095,3
73.97874,33.8955,271.9228,3
73.21773,35.89276,268.8967,3
72.39093,37.93008,266.2461,3
71.49008,40.00105,263.9848,3
70.50569,42.09829,262.1251,3
69.42734,44.21339,260.6778,3
68.24263,46.3371,259.6517,3
66.93796,48.45926,259.0534,3
65.49725,50.569,258.8872,3
63.90254,52.65481,259.1551,3
62.13407,54.70445,259.8566,3
60.169,56.70523,260.989,3
57.98263,58.64401,262.5471,3
55.54818,60.5071,264.5235,3
52.83831,62.28065,266.9089,3
49.82535,63.95023,269.6921,3
46.48418,65.50135,272.8604,3
42.79608,66.91942,276.4002,3
38.75222,68.19015,280.2964,3
34.35927,69.30018,284.5335,3
29.64473,70.23801,289.0953,3
24.66041,70.99485,293.9656,3
19.48388,71.56573,299.1281,3
14.21242,71.95079,304.5666,3
8.95603,72.15521,310.2654,3
3.82334,72.18954,316.2091,3
358.9112,72.06848,322.3829,3
354.29451,71.80961,328.7728,3
350.02315,71.43186,335.3655,3
346.12273,70.95406,342.1483,3
342.59792,70.39404,349.1097,3
339.4389,69.76776,356.2386,3
336.62571,69.08906,363.525,3
334.13273,68.37006,370.96,3
331.93156,67.62048,378.5349,3
329.99433,66.84843,386.2426,3
328.29368,66.06052,394.0763,3
326.80447,65.26204,402.0302,3
325.50339,64.45723,410.0995,3
324.37,63.64944,418.2797,3
323.38521,62.84136,426.5674,3
322.53285,62.03511,434.9597,3
321.79795,61.23247,443.4545,3
321.16771,60.43468,452.0501,3
320.63002,59.64291,460.7454,3
320.17484,58.85807,469.5401,3
319.79254,58.08091,478.4338,3
319.47468,57.31222,487.4268,3
319.21402,56.55268,496.5198,3
319.00314,55.80298,505.7133,3
318.83599,55.06372,515.0082,3
318.70672,54.33564,524.4055,3
318.60993,53.61946,533.9057,3
318.54041,52.91613,543.5099,3
318.49368,52.22636,553.2182,3
318.46537,51.55114,563.0309,3
318.45115,50.89159,572.9475,3
318.44718,50.24868,582.9671,3
318.44952,49.6237,593.0883,3
318.45496,49.01778,603.3088,3
318.45971,48.43234,613.626,3
318.46055,47.86857,624.0362,3
318.45438,47.3279,634.5349,3
318.4382,46.81177,645.1173,3
318.40885,46.32161,655.7774,3
318.36357,45.85862,666.509,3
318.29982,45.4243,677.3054,3
318.21474,45.01987,688.1594,3
318.1061,44.64657,699.0638,3
317.97153,44.30539,710.0115,3
317.80891,43.99723,720.996,3
317.61647,43.72281,732.0109,3
317.39245,43.48263,743.0512,3
317.13553,43.27678,754.1129,3
316.84457,43.10527,765.1934,3
316.51925,42.96762,776.2919,3
316.15926,42.86293,787.4093,3
315.76492,42.78998,798.5484,3
315.33759,42.74693,809.7136,3
314.87908,42.73162,820.9113,3
314.39182,42.74121,832.1488,3
313.87948,42.77255,843.4343,3
313.34675,42.82169,854.7761,3
312.79894,42.88442,866.1823,3
312.24315,42.95606,877.6593,3
311.68695,43.03153,889.2113,3
311.13939,43.10528,900.8399,3
310.61015,43.17183,912.5431,3
310.10954,43.22541,924.3153,3
309.64843,43.26044,936.1474,3
309.23775,43.27139,948.0274,3
308.88799,43.25335,959.9419,3
308.60847,43.20166,971.8768,3
308.40685,43.1127,983.8206,3
308.28856,42.98381,995.7646,3
308.25609,42.81348,1007.7065,3
308.30824,42.60204,1019.6504,3
308.43966,42.35142,1031.6075,3
308.64084,42.06606,1043.5945,3
308.8974,41.75257,1055.6312,3
309.191,41.42035,1067.7365,3
309.49905,41.08139,1079.9236,3
309.79664,40.75002,1092.1956,3
310.05668,40.44204,1104.5434,3
310.25245,40.17412,1116.9457,3
310.35876,39.96189,1129.3736,3
310.3551,39.8186,1141.7987,3
310.22738,39.75277,1154.203,3
309.971,39.76653,1166.5877,3
309.59396,39.85387,1178.9762,3
309.11864,39.99934,1191.4079,3
308.58388,40.1787,1203.9231,3
308.04352,40.36012,1216.5426,3
307.56246,40.50762,1229.2525,3
307.20802,40.58534,1242.0047,3
307.03835,40.5638,1254.7401,3
307.0861,40.42587,1267.4267,3
307.34537,40.17391,1280.0889,3
307.76172,39.83478,1292.8011,3
308.23524,39.46161,1305.6339,3
308.63523,39.1287,1318.5863,3
308.82956,38.9148,1331.5697,3
308.72328,38.87805,1344.4855,3
308.30048,39.02631,1357.3432,3
307.65824,39.29842,1370.2743,3
307.00839,39.57066,1383.3712,3
306.62117,39.69518,1396.5316,3
306.69649,39.56704,1409.5867,3
307.21353,39.19534,1422.603,3
307.86563,38.74297,1435.8014,3
308.18733,38.47614,1449.0983,3
307.85809,38.58538,1462.2433,3
307.03352,38.97384,1475.4438,3
306.40295,39.24711,1488.856,3
107.14003,-9.23187,1362.0067,4
107.09971,-9.28024,1356.5559,4
107.05771,-9.32867,1351.0854,4
107.01397,-9.37708,1345.5955,4
106.96846,-9.4256,1340.0861,4
106.92098,-9.4741,1334.5575,4
106.87167,-9.52261,1329.0095,4
106.82053,-9.57114,1323.4425,4
106.76739,-9.61979,1317.8563,4
106.71232,-9.66849,1312.2511,4
106.6552,-9.71721,1306.6272,4
106.59611,-9.76591,1300.9844,4
106.53491,-9.81475,1295.323,4
106.47157,-9.86366,1289.6432,4
106.4062,-9.91266,1283.9448,4
106.33855,-9.96169,1278.2283,4
106.26866,-10.01081,1272.4936,4
106.1966,-10.06,1266.741,4
106.12231,-10.10928,1260.9705,4
106.04562,-10.15862,1255.1824,4
105.9666,-10.2081,1249.3767,4
105.88528,-10.25758,1243.5536,4
105.80148,-10.30716,1237.7134,4
105.7152,-10.35684,1231.8562,4
105.62653,-10.40656,1225.982,4
105.53529,-10.45642,1220.0912,4
105.44151,-10.50627,1214.1839,4
105.34525,-10.55622,1208.2604,4
105.24637,-10.6062,1202.3207,4
105.1449,-10.65631,1196.3652,4
105.04077,-10.70637,1190.3938,4
104.93392,-10.7565,1184.407,4
104.82439,-10.80658,1178.4048,4
104.71214,-10.85673,1172.3875,4
104.59721,-10.90681,1166.3552,4
104.47942,-10.95692,1160.3082,4
104.35895,-11.00697,1154.2468,4
104.23571,-11.05698,1148.171,4
104.10956,-11.10692,1142.0811,4
103.98068,-11.1567,1135.9772,4
103.84888,-11.20639,1129.8596,4
103.71431,-11.25605,1123.7284,4
103.57691,-11.30536,1117.5838,4
103.43659,-11.35457,1111.426,4
103.2935,-11.40352,1105.2552,4
103.14748,-11.45214,1099.0715,4
102.99864,-11.50063,1092.875,4
102.84701,-11.54861,1086.6661,4
102.69247,-11.59626,1080.4446,4
102.53518,-11.6435,1074.2109,4
102.37507,-11.69035,1067.9649,4
102.21212,-11.73661,1061.7067,4
102.04643,-11.78243,1055.4366,4
101.87797,-11.82751,1049.1544,4
101.7068,-11.87202,1042.8603,4
101.533,-11.91583,1036.5543,4
101.3565,-11.95884,1030.2363,4
101.1774,-12.00101,1023.9065,4
100.99576,-12.0422,1017.5647,4
100.81152,-12.08255,1011.211,4
100.62482,-12.12187,1004.8451,4
100.43562,-12.16007,998.4671,4
100.24412,-12.19707,992.0768,4
100.0503,-12.23286,985.6741,4
99.85422,-12.2673,979.2588,4
99.65585,-12.30032,972.8307,4
99.45535,-12.33182,966.3895,4
99.25289,-12.36185,959.935,4
99.04832,-12.39013,953.4671,4
98.84183,-12.41659,946.9853,4
98.63357,-12.44127,940.4893,4
98.42355,-12.46395,933.9789,4
98.21177,-12.48463,927.4535,4
97.99846,-12.5031,920.9129,4
97.7836,-12.51926,914.3566,4
97.56736,-12.53305,907.7842,4
97.34977,-12.54445,901.1951,4
97.13097,-12.55308,894.5889,4
96.91096,-12.55916,887.9652,4
96.68998,-12.56226,881.3233,4
96.46806,-12.56239,874.6629,4
96.24524,-12.55942,867.9831,4
96.02162,-12.55332,861.2836,4
95.79741,-12.54378,854.5638,4
95.5727,-12.53077,847.823,4
95.34742,-12.51412,841.0608,4
95.12181,-12.49363,834.2764,4
94.89598,-12.46926,827.4693,4
94.66993,-12.44081,820.6389,4
94.44377,-12.40823,813.7847,4
94.21765,-12.37115,806.9061,4
93.99169,-12.32954,800.0024,4
93.76592,-12.28327,793.0732,4
93.54034,-12.23206,786.1178,4
93.31527,-12.17588,779.1359,4
93.09054,-12.11439,772.1268,4
92.86634,-12.04752,765.0902,4
92.64273,-11.97514,758.0256,4
92.41979,-11.89694,750.9324,4
92.1976,-11.81265,743.8106,4
91.97622,-11.72217,736.6596,4
91.75571,-11.62539,729.4792,4
91.536,-11.52192,722.2692,4
91.31744,-11.4116,715.0292,4
91.09979,-11.29416,707.7592,4
90.88318,-11.16943,700.4592,4
90.66766,-11.03709,693.129,4
90.45324,-10.89692,685.7688,4
90.23993,-10.74852,678.3784,4
90.02789,-10.59181,670.9582,4
89.81691,-10.42637,663.5084,4
89.60721,-10.2518,656.0293,4
89.39861,-10.06797,648.5212,4
89.19117,-9.87442,640.9847,4
88.98486,-9.67087,633.4202,4
88.77974,-9.45685,625.8285,4
88.57575,-9.23208,618.2102,4
88.37282,-8.99605,610.5662,4
88.17084,-8.74839,602.8974,4
87.96987,-8.48863,595.2048,4
87.76981,-8.21627,587.4896,4
87.57064,-7.93088,579.753,4
87.37221,-7.63188,571.9965,4
87.17451,-7.31872,564.2215,4
86.9773,-6.99083,556.4296,4
86.78063,-6.64763,548.6227,4
86.58426,-6.28834,540.8027,4
86.38816,-5.9125,532.9716,4
86.19211,-5.5192,525.1317,4
85.99608,-5.10776,517.2854,4
85.79971,-4.67732,509.4353,4
85.6029,-4.22709,501.5842,4
85.40549,-3.75621,493.7351,4
85.2072,-3.26365,485.8911,4
85.00779,-2.74844,478.0558,4
84.80706,-2.20959,470.2326,4
84.60464,-1.64596,462.4258,4
84.40029,-1.05632,454.6394,4
84.19369,-0.43958,446.8779,4
83.9844,0.20575,439.1462,4
83.77213,0.88082,431.4493,4
83.5564,1.58727,423.7929,4
83.33665,2.32636,416.1828,4
83.11252,3.09974,408.6254,4
82.88343,3.90898,401.1272,4
82.64869,4.75591,393.6954,4
82.40763,5.64203,386.3379,4
82.15968,6.56935,379.0628,4
81.904,7.53955,371.8787,4
81.63955,8.5546,364.7949,4
81.36556,9.61634,357.8213,4
81.08093,10.7267,350.9685,4
80.78444,11.88751,344.2475,4
80.47482,13.10072,337.6703,4
80.15076,14.3679,331.2492,4
79.81054,15.69081,324.9974,4
79.45254,17.07098,318.9287,4
79.07463,18.50964,313.0577,4
78.67477,20.00792,307.3995,4
78.25056,21.56635,301.9696,4
77.79916,23.18533,296.7844,4
77.31762,24.86472,291.8603,4
76.80242,26.60378,287.2145,4
76.24968,28.40125,282.8638,4
75.6552,30.25497,278.8253,4
75.01389,32.1622,275.1159,4
74.32017,34.11926,271.7519,4
73.5676,36.1215,268.7492,4
72.74903,38.16338,266.1225,4
71.85631,40.23855,263.8855,4
70.8796,42.33944,262.0503,4
69.80841,44.45766,260.6273,4
68.63029,46.58402,259.6253,4
67.33137,48.70828,259.0504,4
65.89532,50.81959,258.9069,4
64.30392,52.9065,259.1964,4
62.53689,54.95666,259.9183,4
60.57105,56.9575,261.0696,4
58.38091,58.89576,262.645,4
55.93938,60.75795,264.6369,4
53.21794,62.52998,267.036,4
50.18806,64.19732,269.8309,4
46.82399,65.74554,273.009,4
43.106,67.15972,276.5564,4
39.02496,68.42547,280.4583,4
34.58768,69.52921,284.6989,4
29.82263,70.45926,289.2625,4
24.78351,71.20663,294.1325,4
19.55088,71.76642,299.2931,4
14.22546,72.13864,304.728,4
8.9208,72.32908,310.4217,4
3.74827,72.3485,316.3589,4
358.80641,72.21203,322.525,4
354.17042,71.93772,328.9061,4
349.88948,71.54486,335.4889,4
345.98767,71.0526,342.2612,4
342.46808,70.47885,349.2113,4
339.31908,69.83972,356.3285,4
336.51908,69.14915,363.603,4
334.04152,68.41906,371.0257,4
331.85675,67.65925,378.5885,4
329.93604,66.87787,386.2841,4
328.25201,66.0812,394.1061,4
326.77873,65.27467,402.0487,4
325.49279,64.4624,410.1071,4
324.37349,63.64774,418.2771,4
323.40197,62.83318,426.5555,4
322.5616,62.02102,434.9393,4
321.83783,61.21277,443.4265,4
321.21746,60.40988,452.0156,4
320.6887,59.61333,460.7056,4
320.2413,58.82414,469.4959,4
319.86579,58.04302,478.3865,4
319.5538,57.27069,487.3776,4
319.29801,56.50794,496.4698,4
319.09117,55.75536,505.6637,4
318.92719,55.01361,514.9601,4
318.80023,54.28345,524.3598,4
318.70496,53.56558,533.8635,4
318.63632,52.86089,543.4718,4
318.58966,52.17024,553.1852,4
318.56073,51.49454,563.0033,4
318.54526,50.83492,572.9258,4
318.53933,50.19241,582.9516,4
318.53936,49.56812,593.079,4
318.54171,48.96343,603.3057,4
318.54306,48.37952,613.6287,4
318.53998,47.81768,624.0443,4
318.52938,47.27937,634.5477,4
318.50838,46.76595,645.1341,4
318.47394,46.27878,655.7974,4
318.42318,45.81914,666.5312,4
318.35354,45.3885,677.3287,4
318.2625,44.9879,688.1828,4
318.1476,44.61871,699.0863,4
318.00655,44.28183,710.0321,4
317.83743,43.97803,721.0138,4
317.63835,43.7081,732.0251,4
317.40763,43.47244,743.0613,4
317.14402,43.2711,754.1187,4
316.84649,43.10399,765.1947,4
316.51479,42.97057,776.2889,4
316.14859,42.86994,787.4024,4
315.74841,42.80073,798.5382,4
315.31559,42.76112,809.7011,4
314.85203,42.74886,820.8974,4
314.36039,42.761,832.1346,4
313.84434,42.7944,843.421,4
313.30856,42.8451,854.7648,4
312.75871,42.90872,866.1738,4
312.2017,42.98074,877.6542,4
311.64544,43.05588,889.21,4
311.09879,43.12875,900.8424,4
310.57158,43.19382,912.5488,4
310.07402,43.2454,924.3235,4
309.61721,43.2778,936.157,4
309.21167,43.28575,948.0372,4
308.86788,43.26432,959.9506,4
308.59482,43.20906,971.8832,4
308.40024,43.11627,983.8238,4
308.28911,42.98351,995.7643,4
308.26343,42.80949,1007.703,4
308.3221,42.59449,1019.6443,4
308.45911,42.34074,1031.6001,4
308.6648,42.05278,1043.5873,4
308.92441,41.73743,1055.6257,4
309.2194,41.40424,1067.7339,4
309.52712,41.06527,1079.9243,4
309.82261,40.73493,1092.1994,4
310.07883,40.42902,1104.5492,4
310.2692,40.16419,1116.9517,4
310.36917,39.95569,1129.378,4
310.35829,39.8167,1141.8001,4
310.22307,39.75534,1154.201,4
309.95966,39.77324,1166.5833,4
309.57688,39.86388,1178.9712,4
309.09759,40.01151,1191.4044,4
308.56152,40.19142,1203.9228,4
308.0227,40.37179,1216.5455,4
307.54608,40.51668,1229.257,4
307.19873,40.59043,1242.0081,4
307.03771,40.56415,1254.7403,4
307.09431,40.42138,1267.4237,4
307.36053,40.16552,1280.085,4
307.78064,39.82416,1292.7994,4
308.25336,39.45126,1305.6358,4
308.64815,39.12122,1318.5899,4
308.83367,38.9124,1331.5713,4
308.71741,38.88146,1344.4834,4
308.28662,39.03429,1357.3401,4
307.64122,39.30803,1370.2743,4
306.99522,39.57795,1383.3742,4
306.61789,39.69697,1396.5327,4
306.70483,39.56245,1409.5842,4
307.2288,39.18679,1422.6017,4
307.87835,38.7357,1435.8039,4
308.18877,38.47531,1449.0988,4
307.84726,38.59158,1462.2408,4
307.01952,38.98166,1475.4451,4
306.39947,39.24902,1488.8571,4
107.03355,-9.28641,1362.031,5
106.99213,-9.33532,1356.5831,5
106.94903,-9.38429,1351.1158,5
106.90419,-9.43324,1345.6292,5
106.85757,-9.48229,1340.1231,5
106.80898,-9.53133,1334.5979,5
106.75866,-9.58033,1329.0536,5
106.70633,-9.62944,1323.4902,5
